Last Name,First/Middle Name,Alias,Gender,Age,Color,Day,Month,Year,City,County,State,Child,Literate,Armed,Trasportation,Enslaver,Reward
Johnson,Cornelius Henry,null,M,26,B,null,null,1859,Richmond,Henrico,VA,null,null,null,null,Mars. Mary F. Price,null
King,Charles,null,M,23,null,25,Sept,1854,Norfolk,Norfolk,VA,null,null,null,null,Martha M. Hope,null
Brown,Solomon,null,M,22,B,13,Feb,1854,Norfolk,Norfolk,VA,null,null,null,Steamer,Mary A. Ely,null
Pinket,John,null,M,27,B,null,null,1859,New Market,Dorchester,MD,null,null,null,null,Mary Brown,null
Bennett,John,Joseph Pant,M,27,null,22,Feb,1857,St. Michaels,null,MD,null,null,null,null,Mary C. Gibson,null
Payne,Oscar,null,M,30,M,null,null,1857,Alexandria,Fairfax,VA,null,null,null,null,Mary Dade,150 in state/200 out
Grant,Joseph,null,M,27,B,22,Feb,1857,Eastern Shore,null,MD,null,null,null,Foot & Boat,Mary Gibson & others,null
Sparks,John,null,M,null,null,22,Feb,1857,Eastern Shore,null,MD,null,null,null,Foot & Boat,Mary Gibson & Others,null
Piney,Benjamin,null,M,20,B,null,null,1856,Baltimore,Baltimore,MD,null,null,null,null,Mary Hawkins,null
Douglass,Thomas,null,M,25,B,null,null,null,null,null,MD,null,null,null,null,Mary Howard,null
Moore,Hannah,Aunt Hannah,F,57,null,null,null,1854,null,null,MO,null,null,null,null,Mary Moore,null
Bell,Garret,null,M,8 mos,null,null,null,null,null,Kent,MD,X,null,null,null,Massey,null
Bell,Sarah Jane,null,F,25,M,null,null,null,null,Kent,MD,null,null,null,null,Massey,null
Young,Anna Elizabeth,null,F,24,B,null,null,null,null,Kent,MD,null,null,null,null,Massey,null
Young,Sarah Catharine,null,F,19 mos,null,null,null,null,null,Kent,MD,X,null,null,null,Massey,null
Hubert,Alfred,null,M,28,B,null,null,1857,null,null,VA,null,null,null,Foot,Matilda Niles,null
Harding,Louisa,Rebecca Hall,F,17,M,1,Aug,1855,Baltimore,Baltimore,MD,X,null,null,null,"McGill, Esq.",null
Pettifoot,John Henry,Sydney,M,26,M,null,null,1858,Richmond,Henrico,VA,null,X,null,Steamer,McHenry & McCulloch,100
Taylor,Benjamin,null,M,20,null,null,null,1858,Alexandria,Fairfax,VA,null,null,X,null,Meed,null
Ennis,Ephraim,null,M,null,null,null,null,1858,null,Kent,MD,null,null,null,null,Michael Newbold,null
Irwin,Asbury,null,M,40,B,null,null,1858,null,Kent,MD,null,null,null,null,Michael Newbold,null
Johns,Lydia Ann,null,F,22,B,null,null,1858,null,Kent,MD,null,null,null,null,Michael Newbold,null
Galloway,Abram,null,M,21,M,null,null,null,Wilmington,New Hanover,NC,null,null,null,Schooner,Milton Hawkins,null
Benjamin,Dickinson,null,M,28,B,23,Mar,1856,null,null,null,null,null,null,Schooner,Miss Ann Blunte,null
Dickerson,Benjamin,null,M,28,null,25,Mar,1856,Eatontown,Chowan,NC,null,null,null,null,Miss Anna Blunt,null
Mitchell,John,null,M,24,B,2,Feb,1858,Viana,null,null,null,null,null,null,Miss Catharine Cornwell,null
Logan,John W.,null,M,null,null,10,Apr,1856,Little Georgetown,Berkley,VA,null,null,null,null,Miss Cox,null
Johnson,George,null,M,25,B,22,Aug,1857,Washington,Washington,DC,null,null,null,null,Miss Eleanor J. Conway,100 in state/300 out
Judah,John,null,M,32,M,1,Jun,1855,Petersburg,Dinwiddle,VA,null,null,null,Schooner,Miss Eliza Lambert,null
Ford,Sheridan,null,M,28,null,29,Jan,1855,Portsmouth,Norfolk,VA,null,null,null,Steamer,Miss Elizabeth Brown,null
Ball,Joe,null,M,34,M,null,null,1857,Alexandria,Fairfax,VA,null,X,null,null,Miss Elizabeth Gordon,null
Ball,Oscar D. ,John Delaney,M,20,B,13,null,1857,Alexandria,Fairfax,VA,null,X,null,null,Miss Elizabeth Gordon,"100 in state, 200 out"
Dowling,Carter,null,M,null,null,null,null,1858,Alexandria,Fairfax,VA,null,null,X,null,Miss Maria Fitzhugh,null
Purnell,Oliver,null,M,26,B,17,Nov,1855,Berlin,Worcester,MD,null,null,null,null,Moses Purnell,null
Nixon,Thomas,null,M,19,B,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,Mr. Bockover,null
Rister,Amarian Lucretia,null,F,21,M,null,null,1857,Westminster,Carroll,MD,null,null,null,null,Mr. Boile,null
Nixon,Frederick,null,M,35,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,Mr. Brockover,null
Walker,John,null,M,25,null,13,Sept,1853,Clarksville,Mecklenburg,VA,null,null,null,null,Mr. Easley,null
Combash,John Wesley,null,M,32,B,11,Apr,1858,null,null,MD,null,null,null,null,Mr. Johnson,null
Giles,Lewis,null,M,null,null,2,Jun,1855,Richmond,Henrico,VA,null,null,null,null,Mr. Lewis Hill,null
Chion,William,null,M,27,B,null,null,1860,null,Dorchester,MD,null,null,null,null,Mr. Tubman,null
Taylor,Roberta,null,F,23,M,null,null,1858,Baltimore,Baltimore,MD,null,X,null,null,Mrs. & Mrs. McCoy,null
Triplett,William,null,M,23,B,null,null,1857,Alexandria,Fairfax,VA,null,null,null,null,Mrs. A.B. Fairfax,null
Scott,Anna,null,F,null,null,null,Dec,1855,Cecil Cross Roads,null,MD,null,null,null,null,Mrs. Ann Elizabeth Lushy,null
Davis,Clarissa,Mary D. Armstead,F,20,B,22,May,1854,Portsmouth,Norfolk,VA,null,X,null,Steamer,Mrs. Brown & Mrs. Burkley,1000
Nichols,Randolph,null,M,20,null,null,null,null,null,null,MD,null,null,null,null,Mrs. Caroline Brang,null
Goins,Luke,null,M,null,null,null,null,1860,Harpers Ferry,null,VA,null,null,null,null,Mrs. Carroll,null
Millburn,Mary,Louisa F. Jones,F,null,null,null,May,1858,Norfolk,Norfolk,VA,null,X,null,null,Mrs. Chapman,null
Clayton,John,null,M,20,M,26,Feb,1854,Richmond,Henrico,VA,null,X,null,null,Mrs. Clayton,null
Francis,Lewis,Lewis Johnson,M,27,null,30,Dec,1855,Abingdon,Harford,MD,null,null,null,null,Mrs. Delinas,null
Colburn,Jeremiah,William Cooper,M,null,M,null,null,1857,Charleston,Charleston,SC,null,null,null,null,Mrs. E. Williamson,null
Johnson,Henry,null,M,19,B,4,Jun,1857,Abingdon,Harford,MD,null,null,null,null,Mrs. Elizabeth Brown,500
Morgan,Edward,null,M,21,B,4,Jun,1857,Abingdon P.O.,Harford,MD,null,null,null,null,Mrs. Elizabeth Brown,500
Chapman,Emeline,null,F,25,B,30,Aug,1856,Washington,null,DC,null,null,null,Foot,Mrs. Emily Thompson,300 in state
Chapman,John Henry,null,M,7 mos,M,30,Aug,1856,Washington,null,DC,X,null,null,Foot,Mrs. Emily Thompson,null
Chapman,Margaret Ann,null,F,2,B,30,Aug,1856,Washington,null,DC,X,null,null,Foot,Mrs. Emily Thompson,null
Bell,Susan ,null,F,4,null,null,null,1858,Washington,Washington,DC,X,null,null,null,Mrs. Henry Harding,null
Jones,Mary,null,F,null,null,null,null,1858,Washington,null,DC,null,null,null,null,Mrs. Henry Harding,null
Logan,George,null,M,23,B,10,Apr,1856,Georgetown,Northumberland,VA,null,null,null,null,Mrs. Jane Coultson,null
Forman,Ellen,Elizabeth Young,F,30,B,16,May,1854,Baltimore,Baltimore,MD,null,null,null,null,Mrs. Johnson,null
Loney,Cordelia,null,F,57,M,30,Mar,1859,Fredericksburg,Spotsylvania,VA,null,null,null,Foot,Mrs. Joseph Cahell,null
Epps,Mary,Emma Brown,F,45,B,1,Mar,1855,Petersburg,Dinwiddle,VA,null,X,null,null,Mrs. Littleton Reeves,null
Hillis,John,null,M,null,null,null,null,1859,New Market,Dorchester,MD,null,null,null,Schooner,Mrs. Louisa Lecount,null
Jackson,null,null,F,null,null,null,null,1858,Georgetown,null,DC,X,null,null,null,Mrs. Margaret Dick,null
Jackson,Rebecca,null,F,37,M,null,null,1858,Georgetown,null,DC,null,null,null,null,Mrs. Margaret Dick,null
Sheldon,James,null,M,null,null,7,Sept,1857,Norfolk,Norfolk,VA,null,X,null,null,Mrs. Maria Hansford,null
Henson,James,null,M,null,null,null,null,1860,Baltimore,Baltimore,MD,null,null,null,null,Mrs. Maria Thomas,null
Oliver,William,null,M,26,B,null,null,1859,null,Prince Georges,MD,null,null,null,null,Mrs. Marshall,null
Jackson,Robert,null,M,null,null,null,null,1858,null,null,DE,null,null,null,null,Mrs. Mary Hickman,null
Dalton,Charles,William Robinson,M,22,null,28,Sept,1854,Cambridge,Dorchester,MD,null,null,null,null,Mrs. Mary Hurley,null
Dulton,Charles,William Robinson,M,22,null,28,Sept,1856,null,null,MD,null,null,null,null,Mrs. Mary Hurley,null
Eden,Richard,null,M,25,null,null,null,null,Wilmington,New Castle,NC,null,null,null,null,Mrs. Mary Loren,null
Robinson,Miles,null,M,22,null,null,null,1859,Richmond,Henrico,VA,null,null,null,null,Mrs. Roberts,null
Forman,Isaac,null,M,23,M,null,Dec,1853,Norfolk,Norfolk,VA,null,X,null,Steamer,Mrs. Sanders,null
Allen,Andrew,null,M,24,B,null,null,1857,Norfolk,Norfolk,VA,null,null,null,null,Mrs. Sarah Twyne,null
Carney,William,null,M,51,B,null,null,1857,Norfolk,Norfolk,VA,null,null,null,null,Mrs. Sarah Twyne,null
Gilliam,William H.,null,M,20,B,26,Feb,1854,Richmond,Henrico,VA,null,X,null,Steamer,Mrs. T.E. White,null
Mercer,James,null,M,19,B,26,Feb,1854,Richmond,Henrico,VA,null,X,null,Steamer,Mrs. T.E. White,null
Mackey,William,null,M,null,null,null,null,1858,Norfolk,Norfolk,VA,null,null,null,null,Mrs. Tunis,null
Cannon,Plymouth,null,M,42,M,2,Feb,1858,null,null,null,null,null,null,null,Nat Horsey,null
Pry,Sauney,null,M,27,B,null,null,1856,null,Loudon,VA,null,null,null,null,Nathan Clapton,null
Smith,Vincent,John Jackson,M,23,B,18,Aug,1856,Alder,Loudon,VA,null,X,null,Foot,Nathan Skinner,null
Cotton,Henry,null,M,24,null,null,null,1860,Newton,Somerset,MD,null,null,null,null,Nathaniel Dixon,null
Cooper,Mary,null,F,20,B,null,null,1857,null,null,DE,null,null,null,null,Nathaniel Herne,null
Sperryman,George,Thomas Johnson,M,null,null,28,July,1856,Richmond,Henrico,VA,null,null,null,null,Nicholas Templeman,null
Taylor,Caroline,null,F,null,M,23,Mar,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,"Peter March, Esq.",null
Taylor,Mary,null,F,9,null,23,Mar,1856,Norfolk,Norfolk,VA,X,null,null,Schooner,"Peter March, Esq.",null
Taylor,Nancy,null,F,11,null,23,Mar,1856,Norfolk,Norfolk,VA,X,null,null,Schooner,"Peter March, Esq.",null
Matterson,null,null,M,null,null,2,Nov,1853,Martinsburg,Henry,VA,null,null,X,Foot & Carriage,Philip Pendelton,null
Matterson,null,null,M,null,null,2,Nov,1853,Martinsburg,Henry,VA,null,null,X,Foot & Carriage,Philip Pendelton,null
Matterson,null,null,M,null,null,2,Nov,1853,Martinsburg,Henry,VA,null,null,X,Foot & Carriage,Philip Pendelton,null
Howard,Henry,null,M,27,null,1,Jun,1855,Ladies Manor,Haverford,MD,null,null,null,null,Phillip Garrison,null
Harris,Wesley,Robert Jackson,M,22,B,2,Nov,1853,Martinsburg,Henry,VA,null,null,X,Foot & Carriage,Phillip Pendelton,null
Kane,Jane,Catherine Kane,F,22,null,29,Dec,1854,null,Dorchester,MD,null,null,null,null,Rash Jones,null
Kelley,Henson,null,M,null,null,null,null,1860,Baltimore,Baltimore,MD,null,null,null,null,Reason Hastell,null
Williamson,William,null,M,24,null,null,null,1858,Perrymanville,Cecil,MD,null,null,null,null,Rebecca Davidge,null
Unidentified,null,null,F,null,null,14,Aug,1854,null,null,DE,null,null,null,null,Rebecca Johnson,null
Cornish,null,null,null,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,null,Reuben E. Phillips,null
Cornish,Daffney,null,F,null,null,24,Oct,1857,Cambridge,Dorchester,MD,null,null,null,null,Reuben E. Phillips,200 in state/300 out
Cornish,Edward J.,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,null,Reuben E. Phillips,null
Cornish,George A.,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,null,Reuben E. Phillips,null
Cornish,Joseph,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,null,Reuben E. Phillips,null
Cornish,Perry L.,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,null,Reuben E. Phillips,null
Cornish,Solomon,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,Reuben E. Phillips,null
Smith,Page,null,F,9,null,10,May,1854,Wilmington,New Castle,DE,X,null,null,null,Rev. A.D. Pollock,null
Smith,Sarah,Mildred Page,F,30,B,10,May,1854,Wilmington,New Castle,DE,null,null,null,null,Rev. A.D. Pollock,null
Wright Crossroads,Leeds,null,M,null,null,null,null,1857,Georget'n Crossroads,Kent,MD,null,null,null,null,Rev. John Wesley Pearson,null
Cornish,Aaron,null,M,38,B,24,Oct,1857,Cambridge,Dorchester,MD,null,null,null,null,Rev. Levi D. Traverse,200 in state/300 out
Boyer,Jacob Mathias,null,M,20,B,null,null,1855,Annapolis,Anne Arundel,ML,null,null,null,null,Richard Carman,null
Booze,Jacob Mathias,null,M,20,null,7,Feb,1855,Annapolis,Anne Arundel,MD,null,null,null,null,Richard Carmen,null
Menia,Jane Matilda,Mary Parker,F,null,null,6,Apr,1853,Annapolis,Anne Arundel,MD,null,null,null,null,Richard Ducke,null
Harris,Benjamin F.,Benjamin Franklin,M,30,null,24,Aug,1854,Baltimore,Baltimore,MD,null,null,null,null,Richard Farmer,null
Harris,Franklin,null,M,6,null,24,Aug,1854,Baltimore,Baltimore,MD,X,null,null,null,Richard Farmer,null
Saunders,Sarah,null,F,null,null,4,Jul,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,Richard Gatewood,null
Dickson,John,null,M,30,null,7,Oct,1854,Dawson,Allegany,MD,null,null,null,null,Richard Kaigh,null
Elliot,Thomas,null,M,23,B,null,Mar,1857,Bucktown,Dorchester,MD,null,null,null,null,Richard Meredith,null
Huges,Daniel,null,M,null,B,null,Mar,1857,Bucktown,Dorchester,MD,null,null,null,Foot,Richard Meredith,null
Good,Beverley,null,M,24,null,18,Jan,1855,Petersburg,Dinwiddle,VA,null,null,null,Steamer,Richard Perry,null
Branson,Randolph,null,M,31,B,null,null,1857,Washington,null,DC,null,null,null,null,Richard Reed,null
Wiggins,Daniel,null,M,29,null,16,Mar,1854,Norfolk,Norfolk,VA,null,X,null,null,Richard Scott,null
Beesly,Dick,null,M,null,B,null,null,null,Wheldon,Halifax,NC,null,null,null,null,Richard Smallwood,null
Stanly,Daniel,null,M,35,null,17,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,Robert Calender,null
Stanly,"Daniel, Jr.",null,M,null,null,17,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,Robert Calender,null
Peel,William,"William ""Box"" Jones",M,23,B,null,Apr,1859,Baltimore,Baltimore,MD,null,null,null,Steamer,Robert Carr,null
null,Charles,null,M,22,B,20,Sept,1856,Mount Airy,Carroll,MD,null,null,null,null,Robert Dade,"250 in state, 100 out"
null,Perry,null,M,25,B,20,Sept,1856,Mount Airy,Carroll,MD,null,null,null,null,Robert Dade,"250 in state, 500 out"
Smith,Edward,null,M,17,null,null,null,1858,Belleair,Harford,MD,X,null,null,null,Robert Hollan,null
Smith,Henry,null,M,23,B,null,null,1858,Belleair,Harford,MD,null,null,null,null,Robert Hollan,null
Smith,James,null,M,null,null,null,null,1858,Belleair,Harford,MD,X,null,null,null,Robert Hollan,null
Smith,Julius,null,M,25,B,null,null,1858,Belleair,Harford,MD,null,null,null,null,Robert Hollan,null
Smith,Mary,null,F,null,null,null,null,1858,Belleair,Harford,MD,null,null,null,null,Robert Hollan,null
Casting,Edward,null,M,17,null,null,null,1860,Duck Creek,Baltimore,MD,X,null,null,null,Robert Moore,null
Robinson,Robert N.,null,M,22,null,1,Mar,1855,Richmond,Henrico,VA,null,null,null,Schooner,Robert Slater,null
Ross,Charles,null,M,23,null,null,null,1859,Greensborough,Caroline,MD,null,null,null,null,Rodgers,null
Davis,Jane,null,F,60-70,null,null,null,1857,Eastern Shore,null,MD,null,null,null,Foot,Roger McZant,null
Bayne,Richard,null,M,23,M,null,null,1858,Alexandria,Fairfax,VA,null,null,X,null,Rudolph Massey,null
Redick,Willis,null,M,32,B,13,Dec,1853,Portsmouth,Norfolk,VA,null,null,null,null,S.J. Wilson,null
Johnson,Eliza Jane,null,F,23,B,null,null,1857,Georgetown,Sussex,DE,null,null,null,null,Sally Siser,null
Bradley,Richard,null,M,27,null,1,June,1855,Richmond,Henrico,VA,null,null,null,Schooner,Samuel Ball,null
Stanly,null,null,F,null,null,17,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,Samuel Count,null
Stanly,Caroline,null,F,null,null,17,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,Samuel Count,null
Stanly,John,null,M,null,null,17,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,Samuel Count,null
Stanly,Josiah,null,M,null,null,17,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,Samuel Count,null
Stanly,Miller,null,M,null,null,17,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,Samuel Count,null
Winston,Joe,null,M,23,B,6,Jun,1857,Richmond,Henrico,VA,null,null,null,Steamer,Samuel Ellis,200 in State/500 Out
Johnson,William ,null,M,null,null,29,Jul,1855,null,Dorchester,MD,null,null,null,null,Samuel Harrington,null
Johnson,Anna,null,F,24,B,null,null,1857,Cambridge,Dorchester,MD,null,null,null,Foot,Samuel Harrington,null
Tilson,Abram,null,M,null,null,null,null,1857,Georget'n Crossroads,Kent,MD,null,null,null,null,Samuel Jarman,null
Lewis,George,null,M,40,null,null,null,1858,null,Sussex,DE,null,null,null,null,Samuel Laws,null
Handy,James Edward,Daniel Canon,M,26,null,25,May,1854,Seaford,Sussex,DE,null,null,null,null,Samuel Lewis,null
Cobb,Lewis,null,M,null,M,null,null,1856,Richmond,Henrico,VA,null,X,null,null,Samuel Myers,null
Viney,Susan,null,F,35,B,24,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,Samuel Pattison,null
Hodges,Henry,null,M,23,null,null,Jun,1855,Plymouth,Washington,NC,null,null,null,null,Samuel Simmons,null
Nixon,Isaiah,null,M,22,B,null,Jun,1855,Plymouth,Washington,NC,null,null,null,null,Samuel Simmons,null
Baddums,Matthew,null,M,23,null,21,Jul,1856,Plymouth,Washington,NC,null,null,null,Schooner,Samuel Simmons,null
Bodams,Matthew,null,M,23,B,null,Jul,1856,Plymouth,Washington,NC,null,null,null,Schooner,Samuel Simmons,null
Smallwood,John,null,M,null,null,9,Feb,1857,Ellicott's Mills,Howard,MD,null,null,null,null,Samuel Simons,null
Robinson,George,null,M,21,B,null,null,1857,Elkton,Cecil,MD,null,null,null,null,Samuel Smith,null
Williams,Elizabeth,null,F,20,B,null,null,1857,Wrightstown,Baltimore,MD,null,null,null,null,Samuel Ward,null
Shepherd,Perry,Richard Reed,M,null,null,28,Jul,1856,Eastern Shore,null,MD,null,null,null,null,Sarah Ann Burgess,null
Hall,null,null,M,null,null,8,Dec,1855,Ladies Manor,Haverford,MD,null,null,null,Horseback,Sarah Ann McGough,null
Hall,Henrietta,null,F,null,null,8,Dec,1855,Ladies Manor,Haverford,MD,X,null,null,Horseback,Sarah Ann McGough,null
Shaw,James,null,M,45,B,11,Sept,1858,Marlboro,Prince Georges,MD,null,null,null,null,Sarah Ann Talburtt,null
Gooseberry,Thomas Jervis,Ezekiel Chambers,M,17,B,2,Dec,1855,Chestertown,Kent,MD,X,null,null,Railroad,Sarah Maria Perkins,null
Francis,Elizabeth,Ellen Saunders,F,22,M,null,Oct,1854,Norfolk,Norfolk,VA,null,X,null,null,Sarah Shepperd,null
Carpenter,William,null,M,null,null,null,null,1858,null,null,VA,null,null,null,null,Senator Mason,null
Washington,Henry,Anthony Hanley,M,50,null,19,Jun,1855,Norfolk,Norfolk,VA,null,null,null,null,Seth March,null
Burton,Handy,null,M,null,null,null,null,1858,null,null,DE,null,null,null,null,Shepherd Burton,null
Jackson,General Andrew,null,M,27,B,null,null,1857,Lewistown,Sussex,DE,null,null,null,null,Shepherd Houston,null
Cope,William Thomas,null,M,24,M,null,Jan,1858,Lewes,Sussex,DE,null,null,null,null,Shepherd P. Houston,null
Collins,Theophilus,null,M,24,B,null,null,1858,Lewes,Sussex,DE,null,null,null,null,Shepherd P. Houston,null
Long,Silas,null,M,27,B,null,null,1857,Cambridge,Dorchester,MD,null,null,X,null,Sheriff Robert Bell,null
Ducket,Benjamin,null,M,23,B,null,null,1856,Bell Mountain,Prince Georges,MD,null,null,null,null,Sicke Perry,null
Anderson,Joshua John,null,M,22,B,null,null,1858,Alexandria,Baltimore,MD,null,null,null,null,Skelton Price,null
Somlor,Washington,James Moore,M,32,null,null,null,1855,Norfolk,Norfolk,VA,null,X,X,Steamer,Smith,null
Rickets,John H.,Ed Henry Waples,M,22,null,8,Sept,1854,Lewistown,Sussex,DE,null,null,null,null,Stephen Houston,null
Gassway,Caroline,null,F,27,B,null,null,1859,Mount Airy,Carroll,MD,null,null,null,null,Summersett Walters,null
Johns,Sue Ann,null,F,23,B,null,null,1858,null,Cecil,MD,null,null,null,null,Susan Flinthrew,null
Scott,William,null,M,24,null,null,null,1857,Stafford,Harford,MD,null,null,null,Foot,Susan Fox,null
Brown,Rebecca,Helen Parker,F,null,null,6,Apr,1853,Annapolis,Anne Arundel,MD,null,null,null,null,T.C. Howard,null
Haines,Edward,null,M,44,B,7,Sept,1857,null,null,VA,null,X,null,null,Tabby & Eliza Fortlock,null
Haines,Joseph,null,M,20,M,7,Sept,1857,null,null,VA,null,null,null,null,Tabby & Eliza Fortlock,null
Wodders,Abram,null,M,35,B,null,null,1857,Norfolk,Norfolk,VA,null,null,null,null,Taylor Sewell,50
McCoy,Robert,William Donar,M,32,M,1,Oct,1854,Norfolk,Norfolk,VA,null,X,null,null,The Trader Hall,null
Dotson,Isaac,null,M,19,M,20,Sept,1856,Mount Airy,Carroll,MD,null,null,null,null,Thomas B. Owings,500
Sims,Samuel,null,M,30,B,20,Sept,1856,Mount Airy,Carroll,MD,null,null,null,null,Thomas B. Owings,null
Nelson,Susan,Susan Bell,F,30,B,22,Jun,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,Thomas Baltimore,null
Nelson,William Thomas,null,M,null,null,22,Jun,1855,Norfolk,Norfolk,VA,null,X,null,Schooner,Thomas Baltimore,null
White,Isaac,null,M,22,B,null,Jan,1858,Lewes,Sussex,DE,null,null,null,Skiff,Thomas Carper,null
Atkins,Susan,null,F,40,B,null,null,1854,Richmond,Henrico,VA,null,null,null,Steamer,"Thomas Eckels, Esq",null
Brooks,Susan,null,F,40,B,23,Apr,1854,Norfolk,Norfolk,VA,null,null,null,Steamer,"Thomas Eckles, Esq.",null
Harris,Darius,null,M,21,null,null,null,1858,Dunwoody,Dinwiddle,VA,null,null,null,Foot,Thomas H. Hamlin,null
Mitchell,Josiah,null,M,23,null,2,Feb,1858,null,null,null,null,null,null,null,Thomas J. Hodgson,null
Wilkinson,Horatio,null,M,44,M,2,Feb,1858,null,null,null,null,null,null,null,Thomas J. Hodgson,null
Carr,Robert,null,M,null,null,26,Dec,1857,West River,Anne Arundel,MD,null,X,null,null,Thomas J. Richardson,125 in state/300 out
Duncans,Benjamin,Geroge Scott,M,25,B,27,Apr,1854,null,null,null,null,null,null,null,Thomas Jeffries,null
Butler,James,null,M,21,B,4,Jun,1857,Abingdon P.O.,Harford,MD,null,null,null,null,Thomas Johnson,500
Butler,Stephen,null,M,22,B,4,Jun,1857,Abingdon P.O.,Harford,MD,null,null,null,null,Thomas Johnson,null
Mackintosh,John,null,M,44,null,4,Aug,1855,Darien,McIntosh,GA,null,null,null,null,Thomas MacIntosh,null
Chambers,John,David Green,M,26,B,30,Jan,1856,null,null,MD,null,null,null,Foot,Thomas Murphy,null
Kell,James,null,M,24,B,4,Jul,1859,Eastern Shore,null,MD,null,null,null,null,Thomas Murphy,null
Jones,Robert,null,M,35,B,2,Aug,1855,Petersburg,Dinwiddle,VA,null,X,null,null,Thomas N. Lee,null
Jackson,Andrew,Henry Johnson,M,23,null,29,Dec,1856,Cecil,Cecil,DE,null,null,null,null,Thomas Palmer,null
Jones,Lewis,null,M,52,M,null,null,1857,null,null,VA,null,null,null,null,Thomas Sydan,null
Mercer,Verenea,null,F,41,B,1,Jan,1855,Richmond,Henrico,VA,null,null,null,null,Thomas W. Quales,null
Dixon,Thomas Edward,null,M,18,B,null,null,1859,The Trap,null,DE,null,null,null,null,Thomas W.M. McCracken,null
Johnson,James,William Gilbert,M,35,null,28,Jul,1856,null,Prince Georges,MD,null,null,null,null,Thomas Wallace,null
Shidon,James,null,M,null,null,10,Jan,1854,Georgetown,null,DC,null,null,null,null,Thomas Young,null
Aldridge,Bazil,null,M,17,M,null,null,1857,Unionville,Frederick,MD,X,null,null,null,Thorton Pool,null
Aldridge,Caroline,null,F,23,M,null,null,1857,Unionville,Frederick,MD,null,null,null,null,Thorton Pool,null
Todd,null,null,F,null,null,null,null,1857,Unionville,Frederick ,MD,null,null,null,null,Thorton Pool,null
Foster,Emily,Ann Wood,F,22,null,24,Dec,1855,Alder,Loudon,VA,null,null,X,Horse & Carriage,Townsend McVee,null
Grigby,Mary Elizabeth,Elizabeth Boyer,F,24,B,24,Dec,1855,Alder,Loudon,VA,null,null,X,Horse & Carriage,Townsend McVee,null
Nelson,William,Thomas Russell,M,40,B,22,Jun,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,Turner & White,null
null,Hanson,null,M,47,B,5,Sept,1857,null,Howard,MD,null,null,null,null,W. Baker & Hammond Dorsey,"100 in state, 200 out"
Cole,Bill,null,M,37,B,5,Sept,1857,null,Howard,MD,null,null,null,null,W. Baker & Hammond Dorsey,200 in state/300 out
Bailey,Josiah,null,M,29,B,15,Nov,1856,Easton,Talbot,MD,null,null,null,null,W.R. Hughlett,"1500 in state, 2000 out"
Jones,Mary,null,F,null,null,23,Mar,1856,Norfolk,Norfolk,VA,X,null,null,Schooner,W.W. Davidson,null
Jones,Rebecca,null,F,28,M,23,Mar,1856,Norfolk,Norfolk,VA,null,X,null,Schooner,W.W. Davidson,150
Jones,Rebecca,null,F,null,null,23,Mar,1856,Norfolk,Norfolk,VA,X,null,null,Schooner,W.W. Davidson,null
Jones,Sarah Frances,null,F,null,null,23,Mar,1856,Norfolk,Norfolk,VA,X,null,null,Schooner,W.W. Davidson,null
Bell,Dianna,null,F,30,null,30,Jun,1856,Liberty District,null,null,null,null,null,null,Walker Simpson,null
Taylor,William N.,null,M,35,B,2,Jun,1857,Hanover,Hanover,VA,null,null,null,Foot,Walter H. Tyler,100
Loney,Anthony,William Armstead,M,25,B,null,May,1857,Richmond,Henrico,VA,null,null,null,Foot,Warring Talvert,null
Smallwood,Henry,null,M,36,B,null,null,1859,null,null,MD,null,null,null,null,Washington Bonafont,null
Fields,Henry,null,M,18,M,null,null,null,Port Deposit,null,null,null,null,null,null,Washington Glasby,null
Graham,George,Henry Washington,M,24,B,16,Jan,1856,Alexandria,Fairfax,VA,null,null,null,Foot,Widow Beverly,null
Melvin,Mary Frances,null,F,23,M,null,null,1858,Norfolk,Norfolk,VA,null,null,null,null,Widow Chapman,null
Stewart,Robert,Gasberry Robinson,M,30,B,18,Aug,1856,Alder,Loudon,VA,null,X,null,Foot,Widow Hutchinson,null
